,text,set_name,level,script_calc_level,script_calc_level_int,level_difference
376,"Passepartout was angry with the five men, but he didn't tell Phileas Fogg about Fix. Passepartout didn't want Mr. Fogg to think badly of the men from the club. He really liked Mr. Phileas Fogg now. He wanted him to win his bet.",around the world in eighty days,1,Upper-Intermediate,3,2
377,"After the visit to the ship company, Phileas Fogg took Aouda to the best hotel in Hong Kong. Then he went out and looked for her uncle. An hour later, he came back. Aouda's uncle did not live in Hong Kong now.",around the world in eighty days,1,Upper-Intermediate,3,2
378,"Phileas Fogg took Aouda to the best shops in Hong Kong. Then they went back to the hotel. Night came and there was no Passepartout. In the morning, too, Passepartout was not there. Phileas Fogg and Aouda went to the port.",around the world in eighty days,1,Upper-Intermediate,3,2
379,"Phileas Fogg was in a police station in Liverpool. He looked at his watch. Two o'clock. He had to be at the Reform Club before 8.45. At 2.33, there was a lot of noise in the police station. The door opened, and Fix ran in.",around the world in eighty days,1,Upper-Intermediate,3,2
380,Passepartout and Aouda came in and they all went quickly to Liverpool railway station. The London train wasn't there. They were too late. Phileas Fogg paid for a train. They were the only people on it.,around the world in eighty days,1,Upper-Intermediate,3,2
381,"This fine man had twenty thousand pounds with him at the start of the journey. And now he had one thousand pounds. He also had twenty thousand pounds in the bank, but he had to pay it to his five friends in the Reform Club.",around the world in eighty days,1,Upper-Intermediate,3,2
385,"At 5.45, Phileas Fogg, Aouda and Passepartout were at the railway station. They all got on the train. The journey time was seven days. Phileas Fogg wanted to catch a ship from New York to Liverpool on 11th December.",around the world in eighty days,1,Upper-Intermediate,3,2
389,"On the ship to Hong Kong, the Rangoon, Aouda learned a little more about Phileas Fogg. She liked him. Fix was on the ship too. He thought about the warrant. Was it now on its way from Bombay to Hong Kong?",around the world in eighty days,1,Upper-Intermediate,3,2
392,"Once upon a time there were four little Rabbits, and their names were— Flopsy, Mopsy, Cotton-tail, and Peter.
They lived with their Mother in a sand-bank, underneath the root of a very big fir-tree.
'Now my dears,' said old Mrs. Rabbit one morning, 'you may go into the fields or down the lane, but don't go into Mr. McGregor's garden: your Father had an accident there; he was put in a pie by Mrs. McGregor.'
'Now run along, and don't get into mischief. I am going out.'
Then old Mrs. Rabbit took a basket and her umbrella, and went through the wood to the baker's. She bought a loaf of brown bread and five currant buns. Flopsy, Mopsy, and Cotton-tail, who were good little bunnies, went down the lane to gather blackberries.",folktales,1,Upper-Intermediate,3,2
394,"Peter Rabbit slipped underneath the gate, and was safe at last in the wood outside the garden.
Mr. McGregor hung up the little jacket and the shoes for a scare-crow to frighten the blackbirds.
Peter never stopped running or looked behind him till he got home to the big fir-tree.
He was so tired that he flopped down upon the nice soft sand on the floor of the rabbit-hole and shut his eyes.
His mother was busy cooking; she wondered what he had done with his clothes. It was the second little jacket and pair of shoes that Peter had lost in a fortnight!
I am sorry to say that Peter was not very well during the evening.
His mother put him to bed, and made some camomile tea; and she gave a dose of it to Peter!
'One table-spoonful to be taken at bed-time.'",folktales,1,Upper-Intermediate,3,2
397,"The whole summer poor little Thumbelina lived alone in the great wood. She made a bed for herself of blades of grass, and hung it up under a clover leaf, so that she was protected from the rain; she gathered honey from the flowers for food, and drank the dew on the leaves every morning. Thus the summer and autumn passed, but then came winter – the long, cold winter. All the birds who had sung so sweetly about her had flown away; the trees shed their leaves, the flowers died and the great clover leaf under which she had lived curled up, and nothing remained of it but the withered stalk. She was terribly cold, because her clothes were ragged, and she was so small and thin. Poor little Thumbelina!",folktales,1,Advanced,4,3
399,"Kay and Gerda were looking at one of their picture books. The clock in the great church tower had just struck five, when Kay exclaimed, ""Oh! Something has stung my heart, and I've got something in my eye!"" The little girl threw her arms around his neck; he winked hard with both his eyes, but no, she could see nothing in them.
""I think it is gone now,"" said he – but it had not gone. It was one of the tiny splinters of the glass of the magic mirror which we have heard about, that turned everything great and good reflected in it small and ugly. Poor Kay had also a splinter in his heart, and it began to change into a lump of ice. It did not hurt him at all, but the splinter was there all the same.",folktales,1,Upper-Intermediate,3,2
402,"There was once a merchant who was so rich that he could have paved the whole street, and perhaps even a little side street beside, with silver. But he did not do that; for he knew other ways to spend his money. If he spent a shilling he got back a pound, such an excellent businessman was he until he died.
Now his son inherited all this money. He lived very merrily. He went every night to the theatre, made paper kites out of five-pound notes, and played ducks and drakes with sovereigns instead of stones. In this way the money was likely to come soon to an end – and so it did.
At last he had nothing left but four shillings, and he had no clothes except a pair of slippers and an old dressing gown.",folktales,1,Upper-Intermediate,3,2
403,"Once there was a shepherd boy who had to look after a flock of sheep. One day, he felt bored and decided to play a trick on the villagers. He shouted, ""Help! Wolf! Wolf!"" The villagers heard his cries and rushed out of the village to help the shepherd boy. When they reached him, they asked, ""Where is the wolf?"" The shepherd boy laughed loudly, ""Ha, Ha, Ha! I fooled all of you. I was only playing a trick on you."" Then, some time later, a wolf went into the field. The wolf attacked one sheep, and then another and another. The shepherd boy ran towards the village shouting, ""Help! Help! Wolf! Help! Somebody!"" The villagers heard his cries but they laughed and did not rush to help because they thought it was another trick.",folktales,1,Upper-Intermediate,3,2
405,"Joe was an old man, seventy-five years old. He lived very happily and had a beautiful family. His children grew up and moved to different cities.
He lived in a small village carrying the memories of his deceased wife. Joe had 4 grandchildren and they used to visit him during their holidays.
And it was the vacation time and Joe was eagerly waiting for the arrival of his grandchildren. He was preparing his home for the kids, cleaning the home, mowing the garden, rearranging the household items, buying the favourite foods, dresses for the children. In the busy arrangements, he lost his favourite watch.
His grandchildren asked him why he was so dull and asked him what troubled him.
Joe said, 'Dear children, I lost the most precious watch I have ever had and I ever got in my life.'",folktales,1,Upper-Intermediate,3,2
415,"Puss was in the King's carriage telling the story of his master.
""Your Majesty,"" said Puss, ""a terrible thing has happened. My master, the Marquis of Carrabas, was swimming in the river when some thieves came and stole all his clothes."" ""How dreadful!"" exclaimed the King and the Princess together. The King sent off to the palace at once for some clothes.
When the miller's son put them on, he looked very handsome.
""Please come and ride in our carriage,"" said the King.
Puss didn't stay at the carriage, he ran quickly on ahead.
When he saw some men making hay in a field, he shouted to them: ""The King is coming. If he asks, you must say that this land belongs to the Marquis of Carrabas."" Puss said that because he wanted to show his master as a rich owner.
Meanwhile, the men agreed with Puss.",folktales,1,Upper-Intermediate,3,2
418,"A long time ago there were a king and queen who were unhappy because they were childless. But it happened that once when the queen was bathing, a frog crept out of the water onto the land, and said to her, ""Your wish will be fulfilled, before a year has gone by, you will have a daughter.""
What the frog had said came true, and the queen had a little girl who was so pretty that the king could not contain himself for joy, and ordered a great feast. He invited not only his friends and acquaintances, but also the wise women, because they might be kind and well-disposed towards the child. There were thirteen of them in his kingdom, but, as he had only twelve golden plates for them, one of them had to be left at home.",folktales,1,Advanced,4,3
423,"Then old Mrs. Rabbit took a basket and her umbrella, and went through the wood to the baker's. She bought a loaf of brown bread and five currant buns. And the little bunnies went down the lane to gather blackberries.",folktales,1,Upper-Intermediate,3,2
426,"Peter Rabbit lost one of his shoes among the cabbages, and the other shoe among the potatoes. After losing them, he ran on four legs and went faster, so that he might have got away if he had not run into a gooseberry net.",folktales,1,Upper-Intermediate,3,2
430,"The girl was only half a thumb in height and so they called her Thumbelina. A polished walnut-shell served Thumbelina as a bed, the blue petals of a violet were her mattress, and a rose-leaf her blanket.",folktales,1,Upper-Intermediate,3,2
434,"Once there lived a woman with her young daughter, Ria. They were poor but lived happily. Ria's mom worked as servant maid and she brought food home given by her masters. They rarely get enough food and mostly they survive on leftovers given by the households.",folktales,1,Upper-Intermediate,3,2
436,"Puss was at the ogre's place where the ogre changed into a lion. After that, he had changed himself back again and Puss started talking to him.
""Turning into a lion must be easy for someone as big and strong as you,"" he said. ""But can you turn yourself into a mouse?""",folktales,1,Upper-Intermediate,3,2
440,"In my dream, I was on the beach in Hawaii. The hot sun was shining on my face. The sound of the sea was all around me.
Three weeks ago, I had been lying on a beach in Hawaii. But I was not in Hawaii now. I was dreaming in my office in Los Angeles. I had returned from my holiday and there was no work for me.
Nobody wanted to hire me. I went to my office every day, but the telephone didn't ring. So I slept in my chair and I dreamt about Hawaii.
I was dreaming a wonderful dream. The sun was hot. The noise of the sea was loud and there was a beautiful woman standing next to me.
Suddenly, there was a voice in my dream. Somebody was calling my name.
'Mr Samuel! Mr Samuel, wake up! Please, wake up! I want to talk to you.'",detective stories,1,Upper-Intermediate,3,2
442,"I watched Sandy Bonner leave my office. She had told me a very strange story. Was her story true? I wanted to find out about her. I decided to follow her.
I picked up my hat and my jacket. Quickly, I left the office. When I got to the hallway, Sandy had left the building. I went outside. I saw Sandy at the corner of the street. She was getting into a small black car — a 4x4. I got into my own car, which was parked near the office building.
As Sandy drove away, I started my old grey Chrysler and I joined the traffic. Sandy Bonner's black 4x4 was a hundred metres in front of me. It was a beautiful Friday in L.A. Blue sky, sunshine and smog! I thought about the clean air in Hawaii. Then I thought about Herman and about the money that I owed him.",detective stories,1,Upper-Intermediate,3,2
443,"I learnt a lot about racetrack security. There was racing at Santa Rosita Racetrack from December to April. There were races on Wednesdays and Saturdays. Horses trained at the racetrack on the other days. The horses' owners had stables at the racetrack. They stayed in the stables while they were waiting to train. And they rested in the stables after training.
Then the horses were taken away. On training days, trailers with horses were arriving and leaving all day. Nobody checked the horses or the trailers on training days.
On racing days, the horses stayed in the stables while they were waiting to race. But on racing days, the horses' IDs were checked carefully. Racetrack officials looked at the horses' passports and at their tattoos.",detective stories,1,Upper-Intermediate,3,2
445,"I woke up. I was lying on the ground. Where was I? I didn't know!
Then I remembered. I was in the stables area at Santa Rosita Racetrack. My hands were tied behind my back and there was a bag over my head! My whole body was painful.
What had happened to me? I remembered the two men. How long had I been on the ground? I tried to think. Then I heard a voice.
'Who are you? What's happening here?'
I knew that voice! It was Slim.
I didn't reply. Slim took the bag off my head, then he quickly untied the rope. I moved my arms. I stood up slowly. It was dark now. I had been tied up for a long time.
'Lenny! Why are you tied up?' Slim asked.
I smiled.
'Hi, Slim,' I said. 'I was tired. I lay down here to sleep. While I was asleep, somebody tied me up. And they put this bag over my head!'",detective stories,1,Upper-Intermediate,3,2
447,"After each race, there was an announcement from the racetrack loudspeakers. This message told everyone which horse had won the race. People who had made bets on the winner were very happy! A lot of people watched the races through binoculars. I had brought my binoculars with me. But I didn't watch the horses through them. I watched the people. I was looking for a tall slim man. Suddenly, I saw him. He was about thirty and he was wearing dark glasses and a dark suit. It was the man that I had seen at the ranch and in the red 4x4. He was talking to another man, who was sitting next to him. The other man was about ten years older. He was tall and heavy. He had long red hair, tied in a pony-tail. He was wearing a brown jacket. Sandy had told me about this man. It was Dick Gates!",detective stories,1,Upper-Intermediate,3,2
451,"At last, I found a switch. I touched the switch.
But no lights came on.
I was going to walk back to the doors. I was going to open the doors a little. I wanted some more light inside the stable. But I didn't move.
I heard something. It was the noise of an electric motor. I took my gun out of my pocket.
Something very strange was happening. Light was coming into the dark stable. But it wasn't coming from outside. It was coming from the right-hand wall.
After a few seconds, I could see clearly. The big cupboard was moving slowly! There was a door in the wall behind the cupboard.
The cupboard was fixed to the door. The switch that I had touched had started an electric motor. And the electric motor was opening this secret door. Yes! The light was coming from behind the door!",detective stories,1,Upper-Intermediate,3,2
452,"Mitchell Y. McDeere was twenty-five years old. He was about to graduate in the top five from Harvard Law School. He had a beautiful wife, Abby. He was white, handsome, tall and physically fit. He didn't take drugs or drink too much. And he was hungry. He wanted it all: money, power, a big house, a fast car . . . He urgently wanted to succeed.
In other words, he was perfect for the Memphis law firm of Bendini, Lambert & Locke. Every one of the twenty partners in the firm was given a thick file on him. They knew that he had been born in poverty in Kentucky and brought up by his mother after his father's death. They knew that he had won a place at Western Kentucky University, and had graduated top of his class. They could see the poverty hurt, and that he wanted to climb away from it.",detective stories,1,Advanced,4,3
456,"A week later Mitch was having lunch with the partners in their fifth floor dining room. Each year every associate member was invited twice. Throughout lunch Mitch knew that he was being watched very closely. They were looking for any signs that he was a less keen member of the firm than he used to be. So he forced himself to smile and to eat the food they offered him. It was impossible for him to forget the pictures of him and the girl in the sand. Had they all seen the pictures? Had they passed them around this table?
Oliver Lambert had never been so charming. He told stories about past members of the firm, congratulated Mitch on the hours he was working and the amount of money he was earning the firm, and said he deserved the holiday he was taking next week.",detective stories,1,Upper-Intermediate,3,2
458,"Bendini had loved the firm's office building; he had also loved secrecy. Before his death in 1970 he had filled the 100-year-old building with electronic surveillance equipment, as well as with every luxury money could buy. Only a few special members could enter certain parts of the building.
In twenty years Bendini built the richest law firm in Memphis. It was also definitely the quietest. Everything was secret — especially clients' business.
Young associates were warned that talking about the firm's business outside the firm could delay the prize of a partnership.
Nothing left the building on Front Street. Wives were told not to ask questions — or were lied to. The associates were expected to work hard and keep quiet.",detective stories,1,Advanced,4,3
460,"In my dream, I was on the beach in Hawaii. The hot sun was shining on my face. The sound of the sea was all around me. Three weeks ago, I had been lying on a beach in Hawaii. But I was not in Hawaii now. I was dreaming in my office in Los Angeles.",detective stories,1,Advanced,4,3
462,The woman looked around my office. She looked at the old furniture and the dirty windows. She looked at the broken blind and the plastic coffee cups in the waste bin. Then she looked at me. I hadn't shaved.,detective stories,1,Upper-Intermediate,3,2
463,"I watched Sandy Bonner leave my office. She had told me a very strange story. Was her story true? I wanted to find out about her. I decided to follow her. I picked up my hat and my jacket. Quickly, I left the office.",detective stories,1,Upper-Intermediate,3,2
466,I learnt a lot about racetrack security. There was racing at Santa Rosita Racetrack from December to April. There were races on Wednesdays and Saturdays. Horses trained at the racetrack on the other days.,detective stories,1,Upper-Intermediate,3,2
472,I woke up. I was lying on the ground. Where was I? I didn't know! Then I remembered. I was in the stables area at Santa Rosita Racetrack. My hands were tied behind my back and there was a bag over my head!,detective stories,1,Upper-Intermediate,3,2
473,The racetrack was very busy. It was Saturday and thousands of people had come to watch the races. I paid for my racetrack ticket. It cost $20. I paid for my car-park ticket. That cost $10. Now I had $20.,detective stories,1,Advanced,4,3
476,"After each race, there was an announcement from the racetrack loudspeakers. This message told everyone which horse had won the race. People who had made bets on the winner were very happy! A lot of people watched the races through binoculars.",detective stories,1,Upper-Intermediate,3,2
477,"I had brought my binoculars with me. But I didn't watch the horses through them. I watched the people. I was looking for a tall slim man. Suddenly, I saw him. He was about thirty and he was wearing dark glasses and a dark suit.",detective stories,1,Upper-Intermediate,3,2
521,"'Good evening, Rachel,' Marilla said briskly. 'This is a real fine evening, isn't it? Won't you sit down? How are all your folks?' Something that might be called friendship existed and always had existed between Marilla Cuthbert and Mrs. Rachel, in spite of—or perhaps because of—their dissimilarity.
Marilla was a tall, thin woman. She looked like a woman of narrow experience and rigid conscience.
'We're all pretty well,' said Mrs. Rachel. 'I was kind of afraid YOU weren't, though, when I saw Matthew starting off today. I thought maybe he was going to the doctor's.' Marilla looked at Rachel with understanding. She had expected Mrs. Rachel up; she knew that Rachel was very curious about their lives.",anne of green gables,2,Advanced,4,2
525,"Anne had been watching Matthew ever since he had passed her and she had her eyes on him now. Matthew was not looking at her and would not have seen what she was really like if he had been, but an ordinary observer would have seen this: a child of about eleven, wore a very short, very tight, very ugly dress of a yellow and gray colour. She wore a faded brown sailor hat and beneath the hat were two braids of very thick, decidedly red hair. Her face was small, white and thin, also much freckled; her mouth was large and so were her eyes, which looked green in some lights and gray in others.
An extraordinary observer might have seen that the chin was very pointed and pronounced; that the big eyes were full of spirit and vivacity; that the mouth was very expressive.",anne of green gables,2,Advanced,4,2
553,Something that might be called friendship existed between Marilla and Mrs. Rachel. Marilla looked at Rachel with understanding. She had expected Mrs. Rachel up; she knew that Rachel was very curious about their lives.,anne of green gables,2,Advanced,4,2
912,"It is said that long ago the British people needed a king. One day, the legend goes, there appeared a rock with a sword caught in it. A sign said, ""Whoever Can Pull This Sword from This Rock Will Be Rightful King of the Britons."" The strongest men in the kingdom tried to pull the sword out of the rock. It would not move. Then along came a young boy named Arthur. He had not heard about the sword in the rock. Thinking he would borrow the sword for his stepbrother, who was off to war, Arthur stepped up to the rock. He pulled. The sword slid out easily. Merlin the magician had placed the sword in the rock. He had kept it there by magic. Only Arthur could remove it. The sword was called Excalibur. Merlin had been Arthur's teacher. He knew that Arthur would be the best king for Britain.",myths and legends,2,Advanced,4,2
913,"More than 3,000 years ago, the Greeks and the Trojans fought a long and terrible war. For about ten years, the Greek army camped outside the city of Troy. The strong wall around the city didn't allow them to get in. The Greek soldiers tried to knock down the wall. Then the Greeks thought of a trick. They started building a very big horse made of wood. The Trojans were puzzled one morning when they saw that the Greek army had gone away. The Trojans went out to look at the horse. They liked the beautiful wooden horse, so they pulled it inside the walls. Greek soldiers had hidden inside the hollow wooden horse. The Greeks caught the Trojans completely by surprise and captured the city of Troy. Even today, we often call a tricky inside attack a ""Trojan horse.""",myths and legends,2,Advanced,4,2
922,"Long ago, before kangaroos had long tails and before wombats had flat heads, the animals played and lived together. But at night each one liked to sleep a different way. Wombat liked to sleep indoors and Kangaroo liked to sleep outdoors. Then one night a terrible storm started. Kangaroo knocked on Wombat's house and called to Wombat to let him come in. But Wombat refused to let him in. Kangaroo picked up a big rock and dropped it through the roof of Wombat's house. The rock landed on Wombat's head and flattened his brow. Wombat grabbed a spear and threw it at Kangaroo. No matter how hard Kangaroo pulled, the spear wouldn't come out, and his tail just stretched longer and longer. Since that day, Kangaroo and Wombat have not been friends.",myths and legends,2,Advanced,4,2
926,"Persephone was Demeter's daughter. One day while Persephone was gathering flowers, Hades, god of the underworld, captured her. Demeter asked Helios the sun god what had happened. When she learned that Hades had captured her daughter she became very angry. A terrible famine gripped the earth. Zeus commanded that Hades release Persephone. However he tricked her into eating some pomegranate seeds before she left the underworld. He knew that if she ate anything from the land of the dead, she would have to return to him for a part of each year. Every time Persephone had to return to Hades, Demeter mourned again. This is why for a part of each year the plants and crops stop growing. When Persephone returns to earth, the land once again bursts with life.",myths and legends,2,Advanced,4,2
927,"Once up a time, a long time ago, there were two brothers named Epimetheus and Prometheus. They were good gods. They had good hearts. They were good friends. One day, Prometheus got in trouble with Zeus. Angry over something or other, Zeus had declared that man did not deserve fire. Because he had a kind heart, and he knew how much man needed fire for food and warmth, Prometheus gave man the secret of fire even though Zeus had told all the gods not to do that. Zeus was furious that his order had been ignored. As punishment, Zeus chained Prometheus to a rock for many years. But that was not enough punishment, not for Zeus. Once Prometheus was chained to a rock, Zeus went after Prometheus' brother, the gentle, kind-hearted Epimetheus.",myths and legends,2,Advanced,4,2
929,"The Nemean Lion had huge teeth, and skin so tough that it could not be pierced by arrows. Everyone in the land of Nemean was scared of it. Many hunters had tried to kill the beast, but none had succeeded. The Nemean Lion was also smart. Several hunters had tried to trick it with poisoned meat. The lion never ate the meat. The lion was strong. But Hercules was stronger. Hercules lured the beast into a trap and strangled it. He made a coat out of the lion's fur. He wore the lion's head as a helmet. With the cheers of the grateful people of Nemean ringing in his ears, Hercules headed for home, delighted with his new clothes. When King Eury saw the lion's head approaching, he went screaming into his castle. It took Hercules most of one day to convince King Eury that the lion was dead.",myths and legends,2,Advanced,4,2
931,"Then along came a young boy named Arthur. He had not heard about the sword in the rock. Thinking he would borrow the sword for his stepbrother, who was off to war, Arthur stepped up to the rock. He pulled. The sword slid out easily.",myths and legends,2,Advanced,4,2
932,Merlin the magician had placed the sword in the rock. He had kept it there by magic. Only Arthur could remove it. The sword was called Excalibur. Merlin had been Arthur's teacher. He knew that Arthur would be the best king for Britain.,myths and legends,2,Advanced,4,2
934,The Greek soldiers tried to knock down the wall. Then the Greeks thought of a trick. They started building a very big horse made of wood. The Trojans were puzzled one morning when they saw that the Greek army had gone away.,myths and legends,2,Advanced,4,2
935,"The Trojans went out to look at the horse. They liked the beautiful wooden horse, so they pulled it inside the walls. Greek soldiers had hidden inside the hollow wooden horse. The Greeks caught the Trojans completely by surprise and captured the city of Troy.",myths and legends,2,Advanced,4,2
942,"Persephone was Demeter's daughter. One day while Persephone was gathering flowers, Hades, captured her. Demeter asked Helios the sun god what had happened. When she learned that Hades had captured her daughter she became very angry.",myths and legends,2,Advanced,4,2
944,"Prometheus gave man the secret of fire even though Zeus had told all the gods not to do that. Zeus was furious that his order had been ignored. As punishment, Zeus chained Prometheus to a rock for many years.",myths and legends,2,Advanced,4,2
945,"The Nemean Lion had huge teeth, and skin so tough that it could not be pierced by arrows. Everyone in the land of Nemean was scared of it. Many hunters had tried to kill the beast, but none had succeeded. The Nemean Lion was also smart.",myths and legends,2,Advanced,4,2
1053,"Each country in Britain has its own patron saint and floral emblem: The national flower of England is the rose. The flower has been adopted as England's emblem since the time of the Wars of the Roses - civil wars between the royal house of Lancaster (whose emblem was a red rose) and the royal house of York (whose emblem was a white rose).
The national flower of Scotland is the thistle, a prickly-leaved purple flower which was first used in the 15th century as a symbol of defence.
The national flower of Wales is the daffodil, which is traditionally worn on St. David's Day. The vegetable called leek is also considered to be a traditional emblem of Wales.
The national flower of Northern Ireland is the shamrock, a three-leaved plant similar to clover.",britain,2,Advanced,4,2
1067,"The Chap Olympiad has been voted as one of the top events of the summer in a poll by the Sunday Times. Some of the events include jumping into a sandpit while holding a gin and tonic, attempting to buy a trouser press from a shopkeeper who doesn't speak English, throwing a cucumber sandwich and trying to get it to land on a plate, a race in which the chaps wear a horse's head mask and carry a lady on their backs. All competitors are dressed as typical English gentlemen. Some competitors even have handlebar moustaches, the ultimate sign of a ""chap"". The prizes include bowler hats and cravats. And the Olympic pipe is lit instead of the usual Olympic torch, and fair play is demanded of each contestant.",britain,2,Advanced,4,2
1072,"The British are famous for their bizarre festivals and the Cotswold Olirnpick Games is no exception. The Games (as they're commonly known) were started by local lawyer Robert Dover in 1612. They were held in a natural amphitheatre just outside the town of Chipping Campden in the Cotswolds. As part of the celebrations, a temporary wooden structure (called Dover Castle) was built. Small cannons were fired from the ""castle"" to mark the start of the games. The modern version of the event takes place on the first Friday after the Spring Bank Holiday (usually in May). An actor dressed as Robert Dover arrives on horseback to open the games. After dusk, there's a bonfire and a torchlight procession to the square in Chipping Campden, where the entertainment continues late into the night.",britain,2,Advanced,4,2
1074,"The British monarchy has a large, expensive and very heavy collection of regalia officially known as the Crown Jewels. Apart from being priceless, they have a very interesting history. There are two main crowns in the collection. The first is the Imperial State Crown which contains the most precious stones. The other crown is St Edward's Crown. The monarch is always crowned with this golden crown, which contains diamonds, rubies, pearls, emeralds and sapphires. Among the Crown Jewels there are also five swords, including the Great Sword of State, the Sword of Justice and the Sword of Mercy. All of them are used in the coronation ceremony. They are traditionally carried before the monarch as he or she enters Westminster Abbey.",britain,2,Advanced,4,2
1079,"Durham Cathedral is the greatest Norman building in England, perhaps even in Europe. It is cherished not only for its architecture but also for its incomparable setting.
For this reason it was inscribed together with the Castle as one of Britain's first World Heritage Sites in 1986. Like Hadrian's Wall and the Angel of the North, it is an icon of north-east England, its image is instantly recognisable to people who love this part of Britain. Construction began on the magnificent structure in 1093 and was largely completed within 40 years. Remarkably, it is the only cathedral in England to retain almost all of its Norman craftsmanship, and one of few to preserve the unity and integrity of its original design.",britain,2,Advanced,4,2
1087,Each country in Britain has its own patron saint and floral emblem: the national flower of England is the rose. The flower has been adopted as England's emblem since the time of the Wars of the Roses.,britain,2,Advanced,4,2
1095,"It was the original Roman settlement, making it the oldest part of London and already 1,000 years old when the Tower of London was built. The second part is the City of Westminster, where Parliament and most of the government offices are located.",britain,2,Advanced,4,2
1098,"Christmas carols are special songs which are sung during the Christmas season. The songs are about Jesus and the time when he was born. Many Christmas carols were written for a special purpose, often to accompany performances of religious dramas dating from medieval times.",britain,2,Advanced,4,2
1101,"If you come to London for a while, then first of all, you should visit Westminster Abbey. English monarchs are crowned, get married, and are put to rest here. The story of the Abbey began in 1050. It is connected with King Edward, but its beauty has been contributed to by all generations of the royal family. The Abbey keeps not only the remains of monarchs… In the Poets' Corner, there are the tombs of Shakespeare, Chaucer, and Eliot… Here is the Tomb of the Unknown Soldier, and also the memorial of Winston Churchill. One more fact testifies that Londoners have respect to their past. Every resident would advise you to visit St. Margaret's Church for at least a minute. It is not so grandiose, but it attracts visitors through its modest comfort and sincere holiness.",london,2,Advanced,4,2
1102,"The touristic center of London is Trafalgar Square. Once, the Royal Mews used to be here. Now, it is a place where concerts, festivals, and Christmas and New Year celebrations are held. Every local resident knows that this is a monument to legendary Admiral Nelson. He won the Trafalgar Battle which defeated the French fleet in 1805. The height of the column is 44 meters. People in London know and respect the history of their nation.
Monuments vividly testify to it. Here is the monument to Queen Victoria near Buckingham Palace. She created a democratic monarchy during her long reign. But notice that it is set up near Downing Street. In this street, there is a house which has been the residence of English prime ministers for 250 years.",london,2,Advanced,4,2
1120,The attractiveness of London is not only in its grandiose buildings and splendid streets. It is also found in the various people that reside here. Our first visit is to the Queen. There is a wealth of tradition here.,london,2,Advanced,4,2
1122,"If you come to London for a while, then first of all, you should visit Westminster Abbey. English monarchs are crowned, get married, and are put to rest here. The story of the Abbey began in 1050. It is connected with King Edward.",london,2,Advanced,4,2
1125,"The touristic center of London is Trafalgar Square. Once, the Royal Mews used to be here. Now, it is a place where concerts, festivals, and Christmas and New Year celebrations are held. Every local resident knows that this is a monument to legendary Admiral Nelson.",london,2,Advanced,4,2
1141,"When we look at the sky at night, we may see thousands of stars shining brightly. They look as if they are just scattered around the sky. But actually, most stars are clustered together in huge groups. These groups are called ""galaxies."" Our Sun is part of a galaxy. It is the Milky Way Galaxy. On a very clear night, if you look carefully at the sky, you might see part of this whitish band of stars stretching from one side to the other. The universe is so huge that the Milky Way Galaxy is only one of many. Astronomers think that there are billions of galaxies in the universe. Each of these galaxies may contain trillions of stars, many much bigger than our own Sun! The Milky Way itself contains several billion stars.",exploring space,1,Upper-Intermediate,3,2
1142,"All stars are basically enormous balls of fire. They are made up of gases that give off both heat and light as they burn. Their power comes from nuclear energy.
The life of a star spans billions of years. A star is born from clouds of dust. This cloud mass forms a spinning ball that pulls all the material toward the center. It becomes more and more dense as the material comes together. It also becomes extremely hot. Eventually it becomes so hot that the hydrogen gas begins to glow. The glowing gas ball is called a ""protostar"". A protostar becomes a star when it starts a process called fusion. The fusion process releases a huge amount of energy in the form of heat and light. A star can continue to glow for millions of years.",exploring space,1,Upper-Intermediate,3,2
1143,"Eight planets in our solar system revolve (circle) around our Sun. Beginning with the one closest to the Sun, they are Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, and Neptune. The planets have been divided into two basic groups. There are Earth-like planets and Jupiter-like planets. Earth-like planets are close to the Sun and made up of rock and metal. These planets are Mercury, Venus, Earth, and Mars. The other planets are larger and farther away from the Sun. These planets are Jupiter, Saturn, Uranus, and Neptune. These four planets have no solid surfaces. They are made up of gases and liquids. Each planet rotates on its axis. An axis is like an imaginary stick going through a planet's center from one end to the other.",exploring space,1,Advanced,4,3
1144,"On January 1, 1801, a man named Giuseppe Piazzi found a new object in the sky. It was circling the Sun out beyond the planet Mars, and Piazzi thought it might be a comet. Some people thought that it was a new planet. Over the next few years many more objects were seen. All of these were much smaller than a planet. Astronomers now call these objects ""asteroids,"" or minor planets. There are thousands of asteroids in our solar system. They tend to vary in shape, ranging from large spheres to smaller slabs and potato-shaped objects. Some asteroids are big. Most are the size of a boulder. Smaller asteroids form when two big asteroids smash into each other and break up. Astronomers think that there are millions of tiny asteroids in the solar system.",exploring space,1,Upper-Intermediate,3,2
1145,"Astronomers do not know how far out our solar system extends. They think that some objects may be as much as 9 trillion miles away from the Sun. The Sun provides energy for the rest of the solar system. It also provides the heat and light necessary for life on our planet. And its gravity keeps the planets, comets, and other bodies in orbit. The planets are the largest and most massive members of the solar system after the Sun. Scientists used to think that there were nine planets. They thought that Pluto was a planet because it revolves around the Sun. But in 2006 they decided that Pluto should be called a dwarf planet. Other bodies that also orbit the Sun but are even smaller are called asteroids.",exploring space,1,Upper-Intermediate,3,2
