,text,set_name,level,script_calc_level,script_calc_level_int,level_difference
1012,"Three years ago, Jessica Boaler lost her diamond engagement ring.
""I was heartbroken,"" she explained. ""And my partner, Justin, wasn't too pleased either. I'd left the ring on the bathroom window ledge when I took a shower but it wasn't there when I returned. I thought it must have fallen out of the window but it was a complete mystery,"" she added.
However, just recently, her partner, Jason, found it in a magpie's nest. He'd climbed up a tree so he could cut off some of the branches when he spotted the ring.
""The bird must have swooped down and taken it from the open window. It's amazing the ring was still there but I'm so glad to get it back."" Still engaged, the pair have now insured the ring and are planning to get married in the very near future.",quirky news,3,Elementary/Pre-Intermediate,1,-2
1015,"The first iPhone appeared in 2007. Included with the phone was Google Maps. However, in 2012, Apple decided to drop Google Maps and use their own version Maps. But unfortunately, the new app, Maps, was full of errors. Apple Maps often displayed shops and restaurants far away from their true location. Important sites, including some railway stations, were missing. The search function did not understand simple requests. And satellite images were completely clouded over in places. Things were so bad that CEO Tim Cook had to issue a public apology. ""We are extremely sorry for the frustration this has caused our customers and we are doing everything we can to make Maps better,"" he said. He even encouraged frustrated iPhone users to use rival map apps.",quirky news,3,Intermediate,2,-1
1027,"It has cost more than one million euros to produce. It has taken more than 50,000 hours to write… and it still isn't finished. It's the most expensive book in history. Historian Robert Dunning has spent 38 years and more than one million euros writing his book, The Victoria County History of Somerset. The book is all about the English county of Somerset, in the south west of England. Dunning, 69, began the work in 1967, and it is considered to be one of the greatest publishing projects about English local history. But it was too much for Dunning. ""It was a bit like painting the Forth Road Bridge – you go over one bit and think you've done it, then you realise you missed a bit and have to do it again."" The book was intended to run to 22 volumes but Mr Dunning completed only nine.",quirky news,3,Elementary/Pre-Intermediate,1,-2
1032,"Here are some examples of where that money goes, and the ridiculous things councils and government departments buy with it. Fenland District Council spent £205 on golf lessons as a gift for a member of staff.",quirky news,3,Intermediate,2,-1
1033,"Professional violinist breaks his $1 million violin. ""I'm not happy about it, but it kind of saved my life,"" said David Garrett, a professional violinist. Garrett, 26, is a famous classical musician.",quirky news,3,Elementary/Pre-Intermediate,1,-2
1035,The teenager tricked people into revealing their passwords. This allowed him to steal the furniture from their rooms and take it to his own. Six million people in more than 30 different countries play Habbo Hotel each month.,quirky news,3,Intermediate,2,-1
1036,"Police in Wales are appealing for support to help them solve a curious crime. In a press conference the police spoke of the growing problem of litter that is appearing around the town of Caerloen, near Newport.",quirky news,3,Intermediate,2,-1
1039,"Apple Maps often displayed shops and restaurants far away from their true location. Important sites, including some railway stations, were missing. The search function did not understand simple requests.",quirky news,3,Elementary/Pre-Intermediate,1,-2
1041,"They say you can buy just about anything on eBay. And they may be right. Just recently, there was a surprise offer on sale: ""Belgium. A kingdom in three parts. Possible to buy it as a whole, but not advisable.""",quirky news,3,Elementary/Pre-Intermediate,1,-2
1046,"Every day, hundreds of postal workers brave the cold, rain, heat and snow in order to deliver letters across the country. They have to put up with angry customers, vicious dogs and sore feet from all the walking.",quirky news,3,Intermediate,2,-1
1051,"Most people in England live in urban areas.
More people are buying their own homes than in the past. About two-thirds of the people in England and the rest of Britain either own, or are in the process of buying, their own home.
Most others live in houses or flats that they rent from a private landlord, the local council, or housing association.
Most houses in England are made of stone or brick from the local area where the houses are built. The colours of the stones and bricks vary across the country.
England has many types of homes. In the large cities, people often live in apartments, which are called flats. In most towns, there are streets of houses joined together in long rows.
They are called terraced houses.",britain,2,Elementary/Pre-Intermediate,1,-1
1058,"There are about 3.7 million businesses in the UK. About 75% of British jobs are in service industries - hotels, restaurants, travel, shopping, and computer and finances.
It is our fastest growing business and employs over twenty million people. The usual working day starts at 9 am and finishes by 5 pm. Most people work a five-day week.
British employers must give their workers 24 days paid holiday a year. Children are not legally allowed to work until they are 13. Children under 15 years old can work up to five hours on Saturdays, to a maximum of 25 hours a week during school holidays. They can only work two hours maximum on schooldays and Sundays. Children over 15 years old can work eight hours maximum on Saturdays and school holiday weekdays, and up to 35 hours a week during the holidays.",britain,2,Elementary/Pre-Intermediate,1,-1
1060,"Advent is the start of the Christmas season in Britain. It begins four Sundays before Christmas. Advent calendars are a countdown to Christmas Day. The first sign of Christmas in a British home is the children's advent calendar. The calendars start on the first day of December. Advent calendars are a fun way to help children to know when Christmas Eve will arrive, an important night for them because Father Christmas will visit them bringing gifts. An Advent calendar is a poster or card with twenty-four small doors, one to be opened each day from 1st December until Christmas Eve. Each door conceals a picture. Every morning children open one window of the calendar to see a pretty picture or find a chocolate inside.",britain,2,Elementary/Pre-Intermediate,1,-1
1081,"Most people in England live in urban areas. More people are buying their own homes than in the past. About two-thirds of the people in England and the rest of Britain either own, or are in the process of buying, their own home.",britain,2,Elementary/Pre-Intermediate,1,-1
1083,"England has many types of homes. In the large cities, people often live in apartments, which are called flats. In most towns, there are streets of houses joined together in long rows. They are called terraced houses.",britain,2,Elementary/Pre-Intermediate,1,-1
1084,Britain is an island country and the surrounding sea gives England a varied climate. We never know what the weather will be like from one day to the other. It can be sunny one day and rainy the next.,britain,2,Elementary/Pre-Intermediate,1,-1
1089,"The word pub is short for public house. There are over 60,000 pubs in the UK. Pubs are an important part of British life. People talk, eat, drink, meet their friends and relax there. Pubs often have two bars, one usually quieter than the other.",britain,2,Beginner,0,-2
1093,Morris dancers wear different clothes depending on the part of the country in which they dance. They are often dressed in white with coloured belts across their chests. There are usually six or eight dancers arranged in two lines or in a circle facing each other.,britain,2,Elementary/Pre-Intermediate,1,-1
1104,"Every year, more than nine million people come from countries all over the world to visit London.
They go to the theatres and museums; they look at interesting old buildings, many of them hundreds of years old; they sit or walk in the beautiful parks, or have a drink in a pub. They go to Oxford Street to look at the shops, or to Harrods. Two million visitors go to the Tower of London. A million more go to see St Paul's Cathedral.
Yes, London is a big and beautiful city with lots to see and do. But how did it all begin ... ?
The name London comes from the Romans. The Romans came to England in AD 43.
They built houses and other buildings and made a town next to the River Thames. They called the town Londinium.",london,2,Elementary/Pre-Intermediate,1,-1
1105,"Londinium got bigger and bigger. Important new buildings went up, and you can see some of the Roman city walls today, near the Museum of London.
It was a rich town with about 50,000 people living in it. But soon after AD 400, the Romans left Londinium to go back to Rome, and nobody lived in the town for many hundreds of years. The buildings began to fall down. Danish soldiers destroyed more buildings nearly five hundred years later. King Alfred was king of England then. He got the Danes to leave London and his men built the town again.
In 1066, William the Conqueror came to England from France to be king. Soon after, he began to build the Tower of London. When Henry the Eighth was king in 1509, 50,000 people lived in London again.",london,2,Elementary/Pre-Intermediate,1,-1
1106,"In 1665, 100,000 people died from an illness called the plague. This was called the year of 'The Great Plague'. A year later, in 1666, there was a big fire - The Fire of London. It began in a house in Pudding Lane, near London Bridge. More than a quarter of a million Londoners lost their homes in the fire. It destroyed St Paul's Cathedral and eighty-eight other churches. But the fire also destroyed most of the worst old buildings and the new houses that went up after this were better for people to live in. A new St Paul's Cathedral was built between 1675 and 1711. By 1881, more than three million people lived in London. Today, more than six million people live here. There were eight million in the 1960s, but in the 1970s and 1 980s, people moved out of the centre of London.",london,2,Elementary/Pre-Intermediate,1,-1
1107,"A quick and easy way to get to different places in London is to use an Underground train. The trains run all day and most of the night.
Buy your ticket before you get on the train. It's better not to make your journey between eight o'clock and ten o'clock in the morning, or four o'clock and six o'clock in the evening. These are called the 'rush' hours. Thousands of people are going to work or coming home again then, and it is difficult to move or to find a place to sit on the train. You can see much more of London from one of its famous red buses. Some special visitors' buses take you to many of the interesting places in the city on one journey. It takes about one and a half hours, but you can break your journey and get off (and on again) at the different places you want to visit.",london,2,Beginner,0,-2
1108,"The Queen has her London home at Buckingham Palace. It is at the end of The Mall - a long road that begins at Trafalgar Square. At half past eleven most mornings the soldiers at Buckingham Palace 'change the guard'. It takes about thirty minutes, and hundreds of visitors come to watch. And in August and September, you can usually visit some of the rooms in the palace. But there are always lots of people coming to see them, so be ready to wait. You can also visit the Royal Mews at the palace. This is the home of the Queen's horses and coaches. The Queen's Gallery is also at the palace, and you can visit it at most times of the year. Here you can see pictures from all over the world. The Tower of London is now a museum, and one of London's most famous buildings.",london,2,Elementary/Pre-Intermediate,1,-1
1109,"The most famous shop in London - some people say the most famous in the world - is Harrods, in Knightsbridge. It opened in 1849. Oxford Street has many big shops - Selfridges, Marks and Spencer, John Lewis, Debenhams. There are always lots of people looking at the shops here, but at Christmas, thousands more people come to see the wonderful Christmas lights -and to buy things for their friends and family for Christmas. Charing Cross Road is famous for its bookshops. There are lots of them, and they sell old and new books. One of the oldest and most famous is Foyles. It has thousands of books - but it can sometimes be very difficult to find the book you want! Covent Garden was once a big food market, but now it has lots of small shops and cafes - and there are street performers to watch.",london,2,Elementary/Pre-Intermediate,1,-1
1111,"First, go to the British Museum in Great Russell Street, which is the biggest museum in Britain. Next, London Wall, one of the most interesting museums in the city. It tells the story of London and its people. One more museum that tells a story is the Museum of the Moving Image, on the South Bank. This tells the story of cinema and television, and there are many things for visitors to see and do. You can act with actors on a film 'set'. Or you can read the news on TV!
Another popular place is the National Gallery in Trafalgar Square. Four million people visit it every year. They come to look at more than two thousand pictures. At the National Portrait Gallery in St Martin's Place, you can see pictures of famous people. Tickets are free here, too.",london,2,Beginner,0,-2
1112,"Londoners often talk about 'The City'. They are talking about the oldest part of London, the home of the Bank of England, and many other big offices. The City is now only a small part of London, though it is an important part of central London. About five thousand people live in The City, and at weekends it feels empty. But between Monday and Friday, nearly half a million people come here to work in the banks and offices. Look for the City men with their dark suits and umbrellas! St Paul's Cathedral is in the middle of The City, and the Bank of England has an interesting museum that you can visit. In the City, there is a very tall building - 60.6 metres high - called The Monument. Christopher Wren built this and it stands on the place where the Fire of London began in 1666.",london,2,Elementary/Pre-Intermediate,1,-1
1114,"You can find food from nearly every country in the world in London. In Soho, in the West End of London, you can eat food from Italy, India, China, Japan, Greece, and lots more places.
There are also thousands of pubs in the city. In many pubs, you can eat as well as drink. Or why not have some English fish and chips? They are cheap, and good to eat.
Afternoon tea is not common these days because most people work in the afternoon. You can have afternoon tea at the many tea rooms around London. One of the most famous is at the Ritz in Piccadilly, or at the Savoy Hotel in the Strand. Afternoon tea became popular about one hundred and fifty years ago when rich people invited their friends for an afternoon cup of tea.",london,2,Elementary/Pre-Intermediate,1,-1
1115,"The main shopping street in many towns in England is called the High Street, where you can buy lots of different things. A few small shops are owned by local people. Most are owned by national 'chains' of stores. This makes many town centres look the same. Some towns also have street markets where fresh food and cheap goods can be bought. Away from the town centre, small 'corner' shops provide groceries to local customers. There are two very famous markets in London. Petticoat Lane market (open on Sundays) is in Middlesex Street, and is a good place to buy cheap clothes and things for the home. At the market in Portobello Road (open on Saturdays) you can buy old clocks, old chairs and tables, and hundreds of other things.",london,2,Elementary/Pre-Intermediate,1,-1
1130,"Every year, more than nine million people come from countries all over the world to visit London. They go to the theatres and museums; they look at interesting old buildings, many of them hundreds of years old; they sit or walk in the beautiful parks.",london,2,Beginner,0,-2
1132,A quick and easy way to get to different places in London is to use an Underground train. The trains run all day and most of the night. Buy your ticket before you get on the train. It's better not to make your journey between eight o'clock and ten o'clock in the morning.,london,2,Beginner,0,-2
1133,It is difficult to move or to find a place to sit on the train. You can see much more of London from one of its famous red buses. Some special visitors' buses take you to many of the interesting places in the city on one journey.,london,2,Beginner,0,-2
1134,The Queen has her London home at Buckingham Palace. It is at the end of The Mall - a long road that begins at Trafalgar Square. At half past eleven most mornings the soldiers at Buckingham Palace 'change the guard'.,london,2,Elementary/Pre-Intermediate,1,-1
1137,"One of the oldest and most famous bookshops is Foyles. It has thousands of books - but it can sometimes be very difficult to find the book you want! Covent Garden was once a big food market, but now it has lots of small shops and cafes - and there are street performers to watch.",london,2,Beginner,0,-2
1138,"First, go to the British Museum in Great Russell Street, which is the biggest museum in Britain. Next, London Wall, one of the most interesting museums in the city. It tells the story of London and its people.",london,2,Elementary/Pre-Intermediate,1,-1
1139,"Another popular place is the National Gallery in Trafalgar Square. Four million people visit it every year. They come to look at more than two thousand pictures. At the National Portrait Gallery in St Martin's Place, you can see pictures of famous people.",london,2,Beginner,0,-2
1182,"Antarctica is the coldest, windiest, and highest continent in the world! It lies at the bottom of the world, surrounding the South Pole. The name Antarctica means ""opposite to the Arctic,"" referring to the Arctic Circle on the other side of the world. A sheet of ice covers the entire continent. At its thickest point, the ice is almost 3 miles deep—and that's on top of the ground. The continent contains most of the world's ice and much of the world's freshwater. Strange and wonderful Antarctica has only one day in the entire year. The Sun generally rises on September 21 and sets on March 22. This one long day is the summer! From March 22 until September 21, the South Pole is dark and Antarctica has its night, or winter.",planet earth,3,Elementary/Pre-Intermediate,1,-2
1183,"Deserts are places that get very little rain each year—so little rain that most trees and plants cannot grow there. Some deserts will go for years without rain. They are difficult places to live in, and the few plants, animals, and people who live there have to be tough to survive. Every continent except Europe has a desert. Even Antarctica has one, a frigid desert. Most deserts, however, are arid, or dry, deserts with mile after mile of sand, baked earth, and barren rock. In the daytime these places look like lost worlds—hot, dry, and silent. Usually, the only plants growing there are low thorny ones. These plants store most of the water they are able to collect. It may be a long time before their next drink.",planet earth,3,Elementary/Pre-Intermediate,1,-2
1184,"At night it can be quite cold in the desert. That's when creatures that have been hiding from the Sun's burning rays come out of their homes. Many of the creatures are lizards and insects such as scorpions. There are also different kinds of rats as well as other, larger animals. You can hear the animals squeaking and growling near water holes and springs. That's where the coyotes, badgers, bobcats, foxes, and birds gather, all hunting for food and water. When the rare spring does bubble up in the desert, plants and trees begin to grow. An island of green like this is called an ""oasis."" Many people choose to live in the desert. In late afternoon the sky turns crimson and gold, and the mountains make purple shadows. And at night the stars seem close enough to touch.",planet earth,3,Intermediate,2,-1
1188,"Islands are areas of land surrounded on all sides by water. Islands come in all shapes and sizes. The very smallest are too small to hold even a house. The largest islands contain whole countries. If you live in England, Iceland, Australia, or Japan, you live on an island. How do islands develop in the first place? Some islands begin as fiery volcanoes in the ocean. Hot lava pours out of the volcano, making the island bigger and bigger. These are the volcanic islands. Maybe most surprising are the islands that are built up from the bottom of the ocean from the skeletons of tiny sea animals called ""coral."" As some corals die, others live on top of them. After thousands of years a coral island rises to the ocean surface.",planet earth,3,Intermediate,2,-1
1190,"Millions of years ago, there was one huge mass of land in the Southern Hemisphere. It was the continent of Gondwanaland. But over many, many years Gondwanaland slowly broke up into the continents of South America, Africa, Antarctica, and Australia, as well as most of India. The water that filled the growing space between these continents is now the Indian Ocean. The Indian Ocean is a huge body of salt water. It is the third largest ocean in the world— about five and a half times the size of the United States! People from India, Egypt, and ancient Phoenicia (now mostly in Lebanon) were the first to explore this ocean. Later, Arabian merchants set up trade routes to the east coast of Africa. And Indian traders and priests carried their civilization into the East Indies.",planet earth,3,Intermediate,2,-1
1196,"Geography is a science that studies the Earth's surface. It studies what makes the different shapes and colors of the Earth—the ground, rocks, and water, what does and does not grow. If you look at the Earth as a geographer does, then you might see it as a colorful map. Much more than half of it is blue with oceans, lakes, rivers, and streams. In some places it is tan-colored with the sands of dry deserts. In other places it is green with forests. There are purple-gray mountains and white snowcapped peaks. Part of learning about the Earth is learning where people can and can't live. The different colors of your Earth map can help you discover this. You won't find many people in the tan, white, or larger blue parts—deserts, the snowfields, and oceans.",planet earth,3,Intermediate,2,-1
1200,"Continents are physical bodies, defined by their shape, size, and location. Large continents, such as Asia, may include both very large countries, such as China, and very small countries, such as Nepal.",planet earth,3,Intermediate,2,-1
1205,"At its thickest point, the ice is almost 3 miles deep — and that's on top of the ground. The continent contains most of the world's ice and much of the world's freshwater. Strange and wonderful Antarctica has only one day in the entire year.",planet earth,3,Elementary/Pre-Intermediate,1,-2
1207,"At night it can be quite cold in the desert. That's when creatures that have been hiding from the Sun's burning rays come out of their homes. Many of the creatures are lizards and insects such as scorpions. There are also different kinds of rats as well as other, larger animals.",planet earth,3,Intermediate,2,-1
1208,"An island of green like this is called an ""oasis."" Many people choose to live in the desert. In late afternoon the sky turns crimson and gold, and the mountains make purple shadows. And at night the stars seem close enough to touch.",planet earth,3,Elementary/Pre-Intermediate,1,-2
1212,"Islands are areas of land surrounded on all sides by water. Islands come in all shapes and sizes. The very smallest are too small to hold even a house. The largest islands contain whole countries. If you live in England, Iceland, Australia, or Japan, you live on an island.",planet earth,3,Elementary/Pre-Intermediate,1,-2
1215,"The Indian Ocean is a huge body of salt water. It is the third largest ocean in the world —  about five and a half times the size of the United States! People from India, Egypt, and ancient Phoenicia (now mostly in Lebanon) were the first to explore this ocean.",planet earth,3,Intermediate,2,-1
1218,"Geography is a science that studies the Earth's surface. It studies what makes the different shapes and colors of the Earth — the ground, rocks, and water, what does and does not grow. If you look at the Earth as a geographer does, then you might see it as a colorful map.",planet earth,3,Elementary/Pre-Intermediate,1,-2
1220,"It was an important day for Kristen Andrews as she was taking her driving test. Like most people, she was very nervous. But luckily, her examiner was a friendly chap, so they started chatting. ""I promised to buy him a drink if I got my licence, and he said that would be lovely,"" 24-year-old Kristen explained. ""Anyway, I passed and we went to a café where we had a couple of wines. Then, I offered to drive him home. I was so happy I just didn't think about the drink-drive rules."" Kristen, who is from the village of Marling, was stopped by police a few metres down the road for erratic driving. After taking a breath test, police found that both she and the examiner were three times over the limit. ""Now I've lost my licence and I can't take the test again for another six months,"" Kristen said.",anecdotes and real-life stories part 1,2,Elementary/Pre-Intermediate,1,-1
1222,"There was once a man who loved money. When he got it, he wouldn't spend it. Instead, he took it to the bank and put it in a savings account.
In fact, he was so tight-fisted that once he said to his wife, ""When I die, I want you to bury my money with me"".
So when he died, his wife did just that. On the day of the funeral, she was sitting beside her sister with her husband lying in the coffin in front of them. When the undertakers had closed the coffin, her sister said, ""Did you really bury all that money with Fred? You must be crazy!"" And the woman replied, ""Yes, of course, I did. I always keep my promises. So, after he died, I went to the bank, put the money in my account and then wrote him a cheque. He's got it with him right now.""",anecdotes and real-life stories part 1,2,Elementary/Pre-Intermediate,1,-1
1230,"""What would you most like for your birthday?"" a man asks his wife.
She thinks for a minute then says, ""I'd love to be ten again."" So, on the morning of her birthday, the man gets her up early and takes his wife to the local fun fair. He puts her on every ride in the park. Five hours later, he takes her to McDonald's, where he orders her a double Big Mac with French fries and a strawberry shake. Then, they go to a movie and see the latest Disney film, with lots of popcorn, Pepsi and sweets. What a fabulous adventure of a day. Finally, he takes her home and they both collapse onto the bed. Just before sleeping, he leans over and says, ""Well, dear, what was it like being ten again?"" And the woman opens her eyes, sits up slowly and says, ""You idiot! I meant dress size!""",anecdotes and real-life stories part 1,2,Elementary/Pre-Intermediate,1,-1
1232,"A man gets a dog for his birthday. At first, he isn't that impressed, but when he takes it out for a walk he soon realises that it's highly intelligent.
For example, while they're in the park, there's a sign on a bench that says ""Wet paint"". The dog looks at the sign, barks ""woof woof', lifts his leg and does what the sign says - he wets the paint.
""Wow!"" the man says. ""A dog that can read. ""
To which the dog says, ""I can speak, too!""
The man can't believe it. ""A talking dog! This is a miracle.""
So, he takes the dog back to the pet shop and says to the man behind the counter.
""Do you know what? You've just sold me a dog that can read and speak.""
And the shop assistant replies, ""Yes, I know. But he isn't very intelligent. When we play chess, I nearly always win.""",anecdotes and real-life stories part 1,2,Elementary/Pre-Intermediate,1,-1
1240,"It was an important day for Kristen Andrews as she was taking her driving test. Like most people, she was very nervous. But luckily, her examiner was a friendly and a nice chap, so they started chatting.",anecdotes and real-life stories part 1,2,Elementary/Pre-Intermediate,1,-1
1244,"Marianne Bailey was only trying to do the right thing. Bailey, a doctor, was driving on the road, and saw an injured man on the side of the street. She got out of her car to help the man. However, she was in such a hurry that she left the keys in the ignition of her car.",anecdotes and real-life stories part 1,2,Elementary/Pre-Intermediate,1,-1
1248,"On the morning of her birthday, the man takes his wife to the local fun fair. He puts her on every ride in the park. Five hours later, he takes her to McDonald's, where he orders her a double Big Mac with French fries and a strawberry shake.",anecdotes and real-life stories part 1,2,Elementary/Pre-Intermediate,1,-1
1254,"Two days later, Bill returned the ring. ""It was a miracle, "" Sarah said. And now she's set up a page on the internet to raise money for Bill to help him start a new life. So far, over 8,000 people have donated a total of $200,000.",anecdotes and real-life stories part 1,2,Elementary/Pre-Intermediate,1,-1
1255,"I took part in a French exchange. It lasted one week and I stayed with my exchange family in a small town just outside Paris. I'm quite a shy person, so the first few days were a bit scary, but once I'd settled in, it was fine.",anecdotes and real-life stories part 1,2,Elementary/Pre-Intermediate,1,-1
1257,"There was once a man who loved money. When he got it, he wouldn't spend it. Instead, he took it to the bank and put it in a savings account.
In fact, he was so tight-fisted that once he said to his wife, ""When I die, I want you to bury my money with me"".",anecdotes and real-life stories part 1,2,Elementary/Pre-Intermediate,1,-1
1258,"I wanted to ask if a Spanish lady was all right, but as my Spanish wasn't very good at the time, the only thing I could think of was to ask her if she was ""cansada"", which means ""tired"". However, instead of using the word ""cansada"" (tired), I said ""casada"", which means ""married"".",anecdotes and real-life stories part 1,2,Elementary/Pre-Intermediate,1,-1
1261,"A man surprised library workers by returning a book that was twenty-six years overdue. He also paid a fine of $2,190. The library in the town of Buffalo, New York, was said to be ""very happy"" at the return of a book called The Joy of Camping. The book was returned by an ex-resident of Buffalo called Mr Schlesinger, who now lives in the northern state of New Jersey. He said, ""I used to spend hours doing research in the library, and I wasn't too surprised to discover that I still had an old book lying around"". The fine of $2,190 had grown steadily at a rate of 10 cents a day. After finding the book, Mr Schlesinger heard that the Buffalo Library was in a bad financial state, so he decided to pay the fine in order to help them buy some new books.",anecdotes and real-life stories part 2,2,Elementary/Pre-Intermediate,1,-1
1262,"Eric Simons lived in the offices of AOL for two months. Eric was originally there to work on his business idea, ClassConnect - a website offering teachers interesting lesson plans. Eric received some money to set up the site, and the opportunity to work on it over the summer at AOL's Palo Alto campus in California. Things went well, but the money ran out and Eric had to leave. However, instead of going, Eric decided to stay so he could finish the project. He worked until midnight every night, then went to sleep on one of the couches at the sprawling office. Around 7 am, he went down to the gym for a workout and shower, and then back upstairs for a free breakfast in the staff canteen. Although he was eventually forced to leave, he was later given investment of $50,000 to complete the site.",anecdotes and real-life stories part 2,2,Elementary/Pre-Intermediate,1,-1
1264,"That evening, Mr. Bean put on a clean shirt. He put on his best coat and trousers and his best shoes. Then he drove to a restaurant in the centre of town.
He arrived at eight o'clock and went inside. It was a very nice restaurant. Everybody was wearing their best clothes, and there were flowers on every table.
'I'm going to like it here,' thought Mr. Bean. 'This is a good restaurant for my birthday dinner.'
The manager met him at the door.
'Good evening, sir,' he said. 'How are you? Would you like a table for one?'
'Yes, please,' said Mr. Bean.
'Follow me, sir,' said the manager.
He walked across the room to a table, and Mr. Bean went after him.
'Here you are, sir,' said the manager. 'This is a nice table.'
He pulled the chair away from the table. Then he waited for Mr. Bean to sit down.",anecdotes and real-life stories part 2,2,Beginner,0,-2
1265,"When the manager went away, Mr. Bean sat quietly for a minute. Then he remembered something. He took a birthday card and an envelope out of his jacket.
Next, he took out a pen and wrote 'Happy Birthday, Bean' inside the card. Then he put the card into the envelope and wrote his name on the outside of it. He put it on the table, and put his pen back into his jacket.
After a minute or two, Mr. Bean pretended to see the card for the first time.
'Oh! A card - for me?' he said.
He opened the envelope and took out the card. He read it carefully.
'Now that's nice!' he said. 'Somebody remembered my birthday!'
And he stood the card on his table.
The manager arrived with the menu and gave it to Mr. Bean. Mr. Bean started to read it.",anecdotes and real-life stories part 2,2,Elementary/Pre-Intermediate,1,-1
1266,"The manager came to the Mr Bean's table.
'Are you ready, sir?' he asked.
'Yes,' said Mr. Bean. He put his finger on the menu. 'I'll have that, please.'
The manager looked at the menu. 'The steak tartare, sir. Yes, of course.'
'Yes,' said Mr. Bean. 'Steak.'
The manager took the menu and went away.
Mr. Bean sat and looked round the restaurant. There were a lot of people in the room.
Suddenly, a waiter arrived at Mr. Bean's table with a bottle of wine.
'Would you like to try the wine, sir?' he said.
'Oh, yes please,' said Mr. Bean.
The waiter put some wine in Mr. Bean's glass and Mr. Bean had a drink. It was very nice! He smiled, and the waiter tried to put more wine into the glass.
The waiter was right. First, the customer tries his wine. When he is happy with it, the waiter gives him more wine.",anecdotes and real-life stories part 2,2,Elementary/Pre-Intermediate,1,-1
1267,"A minute later, the waiter arrived with his food. There was a large cover on the plate and Mr. Bean couldn't see the food. But he gave the waiter the money on the table.
Customers don't usually give a waiter money when he arrives with the food. But the waiter didn't say anything. He took the money and put it in his jacket.
The waiter took the cover off the plate and walked away. Mr. Bean looked at the food in front of him.
'What's this?' he thought.
He put some of the meat into his mouth.
Suddenly, the manager arrived at his table.
'Is everything all right, sir?' he asked. 'Are you happy with everything?'
'Mmmmm,' said Mr. Bean. He smiled.
The manager smiled, too. He walked away — and Mr. Bean's face changed.
There was no smile now.
'Aaagh!' he thought. 'They didn't cook this meat!'",anecdotes and real-life stories part 2,2,Elementary/Pre-Intermediate,1,-1
1268,"Mr Bean smiled and pretended to eat some meat. It was raw.
'What can I do with it?' he thought. 'I can't eat this. Where can I hide it?'
Then he had an idea. Carefully, he put the meat into the mustard pot and put the cover on it.
'Where can I put some now?' he thought. 'I can't eat it, so I've got to hide all of it. Oh, yes, the flowers!'
He took the flowers out of the vase. But then the manager went past, so Mr.
Bean pretended to smell the flowers.
'Mmm, very nice!' he said.
The manager smiled and walked away.
Quickly, Mr. Bean put some meat into the vase and pushed the flowers in on top of it.
'Where next?' he thought. 'The bread!'
He took his knife and cut the bread roll. Then he quickly ate the middle of it. Now he could push some meat inside the roll. He did this, then he put the roll down.",anecdotes and real-life stories part 2,2,Elementary/Pre-Intermediate,1,-1
1269,"A lot of Mr. Bean's clothes were dirty.
'I'll go to the launderette this morning,' he thought. 'I'll take the car.'
He put his dirty clothes into a very large black bag, and took the bag out to his car. Then he got in and drove to the launderette.
The launderette wasn't very busy that morning. Before Mr. Bean arrived, there were only two women there. The younger woman was with the launderette manager.
'I've got to wash a lot of clothes,' the young woman said to the manager. 'I'll want a big washing machine.'
'This is one of our bigger machines,' said the manager. 'Use this.'
At that minute, Mr. Bean arrived. He had the black bag on his back, and he couldn't get it through the launderette door.
In the end, he got the bag inside. He took it across to one of the washing machines.",anecdotes and real-life stories part 2,2,Elementary/Pre-Intermediate,1,-1
1270,"A man came into the launderette. When he saw Mr. Bean, he smiled. But it wasn't a nice smile. He didn't say 'Hello' or 'Good morning'. He pushed Mr. Bean away from the washing machine.
Mr. Bean was angry. He turned round to speak angrily — but then he saw the young man taking a white karate suit out of his bag.
'A karate suit!' thought Mr. Bean. 'Perhaps I won't say anything.'
The young man pushed his white karate suit into the washing machine.
Then he put some money into the machine and sat down on a chair.
Mr. Bean started to put his clothes into his washing machine. There were some pairs of underpants.
'Monday,' he said, and he put one pair into the machine. 'Tuesday' He put the next pair into the machine. 'Thursday. Friday. Saturday.' Three pairs went into the machine.
Mr. Bean stopped.",anecdotes and real-life stories part 2,2,Elementary/Pre-Intermediate,1,-1
1271,"Mr. Bean sat opposite a large dryer. His underpants and other things were in the machine. They were clean now, and nearly dry. Mr. Bean waited.
After a minute, the dryer stopped. He got up and opened the door. Then he started to take out his clothes.
A minute or two later, the young woman came to the next dryer and started to take out her clothes. They were dry, too.
'Perhaps my trousers are in there!' thought Mr. Bean.
The young woman took some clothes out of the machine and put them into a bag. Then she went back to the big washing machine for her other clothes.
Mr. Bean moved quickly. He started to look through her clothes for his trousers, but he couldn't find them.
'Where are they?' he thought. 'They're here somewhere. Wait a minute! Perhaps she left them in the dryer.'",anecdotes and real-life stories part 2,2,Elementary/Pre-Intermediate,1,-1
