,text,set_name,level,script_calc_level,script_calc_level_int,level_difference
682,"After lunch, Bond looked at the things that had come from London. Strangways had sent them on from Kingston. Bond put on the black frogman's suit. It fitted him perfectly. He checked the air bottle, the harpoon gun, dagger and torch. Finally, there was the heavy limpet mine with some fuses. These were in a box with the word DANGER printed on top of it. At five o'clock, Strangways arrived with news.
'Mr Big and his gang come through Port Maria and will be here soon,' he said. 'Mr Big has a passport in the name of Gallia. The girl's passport is in the name of Simone Latrelle. There are more than a hundred empty fish tanks on board.' 'I'll go to the island tomorrow night,' Bond told him.
Quarrel came in from outside. 'The boat is coming in through the coral reef now, Captain.'",james bond part 4,3,Advanced,4,1
683,"Bond, the collar of his new raincoat up round his ears, was missed as he came out of the entrance of the St Regis Drugstore on 55th Street, which has a connecting door into the hotel.
He waited in the entrance and leaped at a cruising cab, hooking the door open with the thumb of his injured hand and throwing his light suitcase in ahead of him. The cab hardly checked. The negro with the collecting-box for the Colored Veterans of Korea and his colleague fumbling under the bonnet of his stalled car stayed on the job until, much later, they were called off by a man who drove past and sounded two shorts and a long on his horn.
But Bond was immediately spotted as he left his cab at the drive-in to the Pennsylvania Station. A lounging negro with a wicker basket walked quickly into a call-box. It was ten-fifteen.",james bond part 4,3,Advanced,4,1
684,"Bond and Strangways walked back up through the trees, leaving Quarrel to watch the yacht. They sat down in the living room. Bond stared out of the window, thinking. The moon was already in the sky, and the wind blew softly through the palm trees. He had travelled two thousand miles for this, but suddenly he hated and feared the sea, and everything in it. And in a few hours, he would walk alone under that black sheet of water. Quarrel came in soon after.
'They're working with lights now, Captain,' he said. 'A tank every five minutes. I guess that'll be ten hours work. They'll finish at about four in the morning, but won't sail before six. It would be too dangerous to leave earlier. It needs to be light for them to find their way through the coral reef.'",james bond part 4,3,Advanced,4,1
690,"Now Bond saw the cave that the large rock had been hiding. He swam through the opening for several yards, then stood up on soft sand. He shone his torch on the sides and ceiling of the cave. He guessed that it had been dug outwards from somewhere in the centre of the island. Probably by Bloody Morgan's men. The big rock had been there to cover the entrance. The Shark Bay fisherman who had disappeared six months ago must have found it. Perhaps a bad storm had moved it. Then the fisherman had found the treasure and had gone to Mr Big for help selling it. That had been a big mistake. Bond guessed that the fisherman had been killed and thrown into the Harlem River.
Bond guessed that his air bubbles had been seen, but he had to go on. He had to stop Solitaire getting on the boat.",james bond part 4,3,Advanced,4,1
695,"Bond and Solitaire stood by some trees, and Bond breathed in the cool morning air. As they stood waiting, they saw men walking past carrying things. Everyone was leaving the island. Bond moved nearer to Solitaire. After Mr Big had left them, he had told her about the limpet mine. It would explode a few minutes after six o'clock, so it was important that the boat sailed at six. If they were still on the jetty beside the boat, they would be killed with Mr Big. Bond guessed that they would be pulled along at least seventy yards behind the yacht. The boat would go through the reef before them. With luck, the mine would explode before he and Solitaire reached the reef and were cut to pieces. But would they be killed by the explosion?",james bond part 4,3,Advanced,4,1
698,"Bond turned and saw canoes coming towards him - and Quarrel was in the front canoe, yards ahead of the rest. For the first time since his childhood, Bond felt tears come into his blue-grey eyes. They were tears of happiness and relief. Life was suddenly very good.
Qiarrel brought them to the little beach at Beau Desert, and Bond half-carried Solitaire to the house. After they had baths and cleaned themselves, Quarrel took Bond to the hospital at Port Maria. The doctors worked on his shoulder, then Quarrel brought him back to the house. Bond was tired and covered in bandages. Another doctor had visited Solitaire, who had been cut by the coral, but was not badly hurt. Some new clothes would be brought for her from Kingston the next day.",james bond part 4,3,Advanced,4,1
701,"Their lunch arrived, brought from the diner by a preoccupied negro waiter. He seemed anxious to be paid and get back to his work. When they had finished and Bond rang for the Pullman porter, he also seemed distrait and avoided looking at Bond.",james bond part 4,3,Advanced,4,1
702,"After lunch, Bond looked at the things that had come from London. Strangways had sent them on from Kingston. Bond put on the black frogman's suit. It fitted him perfectly. He checked the air bottle, the harpoon gun, dagger and torch.",james bond part 4,3,Advanced,4,1
703,"Bond, the collar of his new raincoat up round his ears, was missed as he came out of the St Regis Drugstore on 55th Street, which has a connecting door into the hotel. He waited in the entrance and leaped at a cruising cab.",james bond part 4,3,Advanced,4,1
717,"Bond tried to think. Suddenly, he saw a thin stream of his blood moving into the pool from his shoulder. He had forgotten the injury from the barracuda, but now it began to hurt. Suddenly, there was a big splash from the pool.",james bond part 4,3,Advanced,4,1
728,"The next morning when my servant Paddock arrived, I introduced him to Captain Digby. I explained that the Captain was an important man in the army, but he had been working too hard and needed rest and quiet. Then I went out, leaving them both in the flat. When I returned at about lunchtime, the doorman told me that the gentleman in flat 15 had killed himself. I went up to the top floor, had a few words with the police, and was able to report to Scudder that his plan had been successful. Scudder was very pleased. For the first two days in my flat, he was very calm and spent all his time reading and writing in a little black notebook. But after that, he became more nervous. It was not his own danger that he worried about, but the success of his plan to prevent the murder of the Greek Prime Minister.",the thirty-nine steps part 1,3,Advanced,4,1
732,"I decided I must disappear, and remain hidden until just before the 15th of June. Then I must contact some government people and tell them my friend's story. I wished he had told me more, and that I had listened more carefully to what he had told me. There was a risk that the government would not believe me, but it was my best chance. Perhaps more evidence would appear which would help me to make my story believable.
It was now the 24th of May, so I had twenty days of hiding. Two groups of people would be looking for me - Scudder's enemies, who would want to kill me, and the police, who would want me for Scudder's murder. There was going to be a chase, and, surprisingly, I was almost happy about this. I did not want to sit in one place and wait. If I could move, the situation did not seem so bad.",the thirty-nine steps part 1,3,Advanced,4,1
744,"I told him I was in the gold business in Africa, and I had discovered a group of international thieves. They had chased me to England and had killed my best friend. I described a chase across the desert, and an attack on the ship from Africa.
And I described the Langham Place murder in detail. 'You want adventure,' I said, 'well, here it is. The thieves are chasing me now, and the police are chasing them.'
'It's wonderful!' he whispered.
'You believe me,' I said gratefully.
'Of course I do,' he said. 'I can believe anything strange. It's things that happen every day that are difficult to believe.'
He was very young, but he was the man I needed.
'I must hide and rest for a day or two. Will you help me?'
He jumped up and led me to the house. 'You'll be safe here. I can keep a secret.""",the thirty-nine steps part 1,3,Advanced,4,1
748,"I drove that car across the moor as fast as I could, looking nervously over my shoulder. I was also thinking desperately about Scudder's notes. Scudder had told me nothing but lies.
All his stories about south-east Europe and people wanting to start wars were rubbish. But although he had told me lies, there was truth underneath.
The 15th of June was going to be an important day, but because of something more important than the murder of a Prime Minister. The story in his book was not complete, and there were some things I didn't understand - for example, the words 'thirty-nine steps', which appeared five or six times.
The most important thing I learned was that war was certain. Everything was planned. Karolides was going to be murdered and nothing could prevent it.",the thirty-nine steps part 1,3,Advanced,4,1
749,"Britain was not prepared for war. The Greek Prime Minister would be murdered and war would seem certain. Germany would pretend to be against war. There was something else. Although the newspapers didn't know it, the British and French governments were close allies, and had agreed to prepare for war together.
The most important officers in the armies and navies met regularly, and in June one of the top people was coming from Paris for a meeting.
But on the 15th of June other people were going to be in London. Scudder didn't give names, but called them just the 'Black Stone'. They planned to get hold of this information, which was meant only for the French Government. And the information would be used by our enemies just a week or two later, with a most terrible effect.",the thirty-nine steps part 1,3,Advanced,4,1
757,"The name of my stranger was Franklin P. Scudder and he was an American, but he had been in south-east Europe for several years. By accident, he had discovered a group of people who were working secretly to push Europe towards a war.",the thirty-nine steps part 1,3,Advanced,4,1
761,"The next morning when my servant Paddock arrived, I introduced him to Captain Digby. I explained that the Captain was an important man in the army, but he had been working too hard and needed rest and quiet.",the thirty-nine steps part 1,3,Advanced,4,1
768,"I decided I must disappear, and remain hidden until just before the 15th of June. Then I must contact some government people and tell them my friend's story. I wished he had told me more, and that I had listened more carefully to what he had told me.",the thirty-nine steps part 1,3,Advanced,4,1
772,"You see, I'm a candidate for the election and I've got a problem tonight. I had arranged for Crumpleton, who was the Australian Prime Minister, to speak at the meeting tonight, but he's ill.
I've got to speak for forty minutes, and I don't know what to say. Listen, Mr - you haven't told me your name - Twisdon, you say? Well, Mr Twisdon, can you talk about Australia for a few minutes?'
It seemed strange to ask a man you had met in a car crash speak at an election meeting, 'All right,' I said. 'I'm not a good speaker, but I'll speak for a bit.'
He was delighted. We got in his car, and on the way to the meeting he told me about his life. His name was Sir Harry Andrews and his uncle was in the government and had suggested politics as a job.",the thirty-nine steps part 2,3,Advanced,4,1
798,"Our enemies don't want us to know what they have learnt about our war plans. But if one of us talked to Lord Alloa about tonight's meeting, we would discover immediately that he hadn't been here.'
Sir Walter laughed angrily. 'That shows their cleverness again, in choosing Alloa. They took a risk, but everybody knows that Alloa is a sick man and is often too ill to go to meetings. And even when he is well, he is impatient, difficult, and a man of very few words. Which of us was likely to speak to him about tonight?'
'But the spy hasn't taken the plans,' said Winstanley. 'He saw them, but could he carry away pages of information in his head?'
'It's not difficult,' said the Frenchman. 'A good spy can remember things photographically.'
'Well, I suppose we'll have to change our plans,' said Sir Walter.",the thirty-nine steps part 2,3,Advanced,4,1
803,"You see, I'm a candidate for the election and I've got a problem tonight. I had arranged for Crumpleton, who was the Australian Prime Minister, to speak at the meeting tonight, but he's ill. I've got to speak for forty minutes, and I don't know what to say.",the thirty-nine steps part 2,3,Advanced,4,1
804,"He was delighted and happy. We got in his car, and on the way to the meeting he told me about his life. His name was Sir Harry Andrews and his uncle was in the government and had suggested politics as a job.",the thirty-nine steps part 2,3,Advanced,4,1
809,"It was now about seven o'clock in the morning, and as I waited, I heard the sound of an engine in the air. I realized that I was in a bad position, because I had nowhere to hide. I sat, hopelessly, as the aeroplane came nearer.",the thirty-nine steps part 2,3,Advanced,4,1
849,"It's time to go now,' said Holmes. 'Two carriages are waiting. You two take the first carriage and Watson and I will follow in the second.'
The carriages went quickly through the dark streets. I wondered where we were going.
'We're nearly there,' Holmes said to me, at last. 'This man, Merryweather, is a bank manager. I wanted Jones to come with us, too. He's a good man. He's not very clever, but he is very brave. Ah, here we are.'
We were in the same busy street which Holmes and I had visited earlier in the day. We got out of the carriages and Mr Merryweather took us down to a small side door of the bank.
Then he took us down some steps and through the gate. At last, we were in a large cellar with boxes full of gold.",the adventures of sherlock holmes,3,Advanced,4,1
882,"Three months passed. I had not met the owner of Thornfield Hall.
One January afternoon, I went out and I walked towards the road. I was going to post a letter in the village. Hay was two miles from Thornfield Hall. I walked quickly and soon I was near the village.
Suddenly, a big black-and-white dog ran past me. A moment later, a man on a black horse followed the dog. Then, I heard an angry shout. The dog ran past me again. It was barking loudly. I turned round.
The horse had fallen on the icy ground and the man had fallen from the horse. I walked towards them.
'Can I help you, sir?' I asked.
'My horse fell. I've hurt my foot,' the man said.
The horse stood up. The man tried to stand up too. But he could not. He fell onto the ground again.",persuasion,2,Upper-Intermediate,3,1
903,"For two or three days after the long walk and the drive in the carriage with the Crofts, Anne did not see Captain Wentworth at Uppercross. He went to visit his old friend Captain Harville in the town of Lyme, by the sea, seventeen miles from Uppercross.",persuasion,2,Advanced,4,2
910,"Long, long ago Zeus, the king of the ancient Greek gods, was very angry with Atlas, one of the Titans. He was angry because Atlas had tried to fight with him. So Zeus ordered Atlas to stand forever holding all the heavens and Earth on his shoulders!
Once Hercules came to ask for his help. Hercules was supposed to get three golden apples that were guarded by a dragon in a garden. Atlas agreed to get the apples if Hercules would hold the heavens and Earth on his shoulders while he was gone. When Atlas returned, he told Hercules to keep the job. Hercules asked Atlas to hold the world for just a minute. As soon as Atlas lifted the world to his shoulders, Hercules picked up the golden apples and ran away. Some stories say that thunder is Atlas shouting after Hercules to come back.",myths and legends,2,Upper-Intermediate,3,1
911,"Once a small gray mouse lived in the country. He had to find food to store for winter, but once he felt he had stored enough, he thought, ""I'll ask my cousin from town to visit. He might enjoy a vacation."" At dinner the town mouse asked, ""Is this all you have to eat, a few acorns?"" The country mouse nodded humbly. The next morning the town mouse woke up shivering.
""I was so cold I nearly froze. Come and visit me in town. We'll wine and dine, and I have a nice cozy mouse hole where we can sleep."" The two set off. It was late when they arrived at the great house. There had been a banquet that day, and the table was still full with good things to eat.
""Sit down,"" invited the town mouse. ""I will bring you delicious food.""",myths and legends,2,Upper-Intermediate,3,1
912,"It is said that long ago the British people needed a king. One day, the legend goes, there appeared a rock with a sword caught in it. A sign said, ""Whoever Can Pull This Sword from This Rock Will Be Rightful King of the Britons."" The strongest men in the kingdom tried to pull the sword out of the rock. It would not move. Then along came a young boy named Arthur. He had not heard about the sword in the rock. Thinking he would borrow the sword for his stepbrother, who was off to war, Arthur stepped up to the rock. He pulled. The sword slid out easily. Merlin the magician had placed the sword in the rock. He had kept it there by magic. Only Arthur could remove it. The sword was called Excalibur. Merlin had been Arthur's teacher. He knew that Arthur would be the best king for Britain.",myths and legends,2,Advanced,4,2
913,"More than 3,000 years ago, the Greeks and the Trojans fought a long and terrible war. For about ten years, the Greek army camped outside the city of Troy. The strong wall around the city didn't allow them to get in. The Greek soldiers tried to knock down the wall. Then the Greeks thought of a trick. They started building a very big horse made of wood. The Trojans were puzzled one morning when they saw that the Greek army had gone away. The Trojans went out to look at the horse. They liked the beautiful wooden horse, so they pulled it inside the walls. Greek soldiers had hidden inside the hollow wooden horse. The Greeks caught the Trojans completely by surprise and captured the city of Troy. Even today, we often call a tricky inside attack a ""Trojan horse.""",myths and legends,2,Advanced,4,2
914,"Long ago, in Europe's northern lands of ice and snow, most people believed that Thor was king of all the gods. Thor was the mighty god of thunder and the sky. Thor was very tall and strong. He had a magic belt that made him doubly strong whenever he wore it. He used his strength to protect people from giants and evil fairies. His hammer was his main weapon and produced lightning bolts. Thor had to wear special iron gloves to hold it. Thor traveled in a chariot that was drawn by two goats. The chariot produced thunder whenever it moved across the sky. And glowing sparks flew from its wheels. Soldiers worshiped Thor because of his strength. Peasants and farmers worshiped him because he made the rain for their crops.",myths and legends,2,Advanced,4,2
915,"According to a popular story, there once lived a terrible dragon in a city where many people lived. It had huge wings like a bat. The flapping of its wings could be heard for miles. It could kill an ox with a single blow. Its eyes flashed. And it breathed fire. Every year, the people of the city had to offer it a girl to eat, or it would kill everyone. One year it was the turn of Princess Sabra to face the dragon. George, the youngest and the bravest of the champions who protected the Christian church, came forward to save her. He wounded the dragon with his magic sword, Ascalon. The princess threw her sash around the dragon's neck and pulled the beast to the marketplace. George later became the patron saint of England.",myths and legends,2,Upper-Intermediate,3,1
917,"Ghosts are as old as humanity itself, appearing in major folklores across all continents. They're referenced in the early Mesopotamian religions of ancient Egypt, and the classical Greek works of Homer. The ancient Romans thought ghosts could be used to exact revenge on enemies. In medieval times, knights were sometimes challenged to duel against ghost knights, who would disappear when defeated. But it was the Victorians who really embraced ghosts, sparking a boom in ghost-related literature and spirit photography, whereby photographers used tricks to depict people with ghostly images of their dead love ones. You could argue that we're now in the middle of another ghost renaissance, as ghost-hunting TV shows boost viewing figures across satellite networks.",myths and legends,2,Advanced,4,2
918,"Ghost detectives often turn to one of modern science's gods, Albert Einstein, for patronage. In his 2007 book Ghosthunters, ghost researcher John Kachuba uses an argument made by many of his peers. ""Einstein proved that all the energy of the universe is constant and that it can neither be created nor destroyed... so what happens to that energy when we die? If it cannot be destroyed, it must then be transformed into another form of energy."" This goes some way to explaining why EMF meters are so popular with ghost hunters; they measure localised changes in electrical fields. And if Einstein is right and the electricity that was in our bodies when we were alive doesn't vanish upon death, then couldn't EMF machines detect this energy? No is the resounding answer from mainstream science.",myths and legends,2,Upper-Intermediate,3,1
919,"In very ancient times, people needed help to explain the mysteries of life. They didn't have scientists or other experts to tell them why different things happened. So the way they grew to understand these mysteries was through stories called ""myths."" Some of the most familiar European myths come from ancient Greece. The gods and goddesses of Greek religion all had stories about them that explained just why things were the way they were. Myths are closely related to several other kinds of stories that teach us lessons. These include folktales, legends and fairy tales. Folktales are very much like myths, though they are usually about ordinary characters in unusual situations. Legends resemble folktales and myths, but they're usually linked to a particular place or person, real or imaginary.",myths and legends,2,Upper-Intermediate,3,1
921,"Long ago, in Europe's northern lands of ice and snow, most people believed that Thor was king of all the gods. Thor was the mighty god of thunder and the sky. Thursday, the fifth day of the week, is named after him (Thor's day). Thor had a magic belt that made him doubly strong whenever he wore it. He used his strength to protect people from giants and evil fairies. His hammer was his main weapon and produced lightning bolts. Thor had to wear special iron gloves to hold it. Thor traveled in a chariot that was drawn by two goats. The chariot produced thunder whenever it moved across the sky. And glowing sparks flew from its wheels. Soldiers worshiped Thor because of his strength. Peasants and farmers worshiped him because he made the rain for their crops.",myths and legends,2,Advanced,4,2
922,"Long ago, before kangaroos had long tails and before wombats had flat heads, the animals played and lived together. But at night each one liked to sleep a different way. Wombat liked to sleep indoors and Kangaroo liked to sleep outdoors. Then one night a terrible storm started. Kangaroo knocked on Wombat's house and called to Wombat to let him come in. But Wombat refused to let him in. Kangaroo picked up a big rock and dropped it through the roof of Wombat's house. The rock landed on Wombat's head and flattened his brow. Wombat grabbed a spear and threw it at Kangaroo. No matter how hard Kangaroo pulled, the spear wouldn't come out, and his tail just stretched longer and longer. Since that day, Kangaroo and Wombat have not been friends.",myths and legends,2,Advanced,4,2
923,"Ananse the spider was far and wide considered to be the wisest of all animals. After a while, Ananse decided to put all of his wisdom into a giant pot. He planned to carry the pot to a branch of a tall tree. But as he was climbing the tree, the pot kept getting in the way of his legs and slowed him down. One of Ananse's many sons, saw this and suggested that Ananse strap the pot to his back instead, where it wouldn't be in his way. When Ananse heard this he was furious. He couldn't tolerate the thought that his son could have a better idea than his own. So Ananse grabbed the pot and flung it to the ground, where it shattered into a thousand pieces. Ever since then, wisdom has been scattered all over the world for many people to find.",myths and legends,2,Advanced,4,2
925,"Hercules was half man and half god. His mother was a mortal. But his father was a king - a very special king, the king of all the gods, the mighty Zeus. But Hercules did not know he was part god until he had grown into a man. Right from the beginning, Hera, Zeus' wife, was very jealous of Hercules. She tried all kinds of ways to kill him, including sending a couple of big snakes into his crib. Hercules crushed those snakes in a flash! Hercules was incredibly strong, even as a baby! Zeus loved his little son. He figured that sooner or later Hera might actually find a way to kill little Hercules. To keep his small son safe from attack, Zeus sent him to live with a mortal family on earth. But he didn't fit in on earth. He was too big and too strong.",myths and legends,2,Advanced,4,2
926,"Persephone was Demeter's daughter. One day while Persephone was gathering flowers, Hades, god of the underworld, captured her. Demeter asked Helios the sun god what had happened. When she learned that Hades had captured her daughter she became very angry. A terrible famine gripped the earth. Zeus commanded that Hades release Persephone. However he tricked her into eating some pomegranate seeds before she left the underworld. He knew that if she ate anything from the land of the dead, she would have to return to him for a part of each year. Every time Persephone had to return to Hades, Demeter mourned again. This is why for a part of each year the plants and crops stop growing. When Persephone returns to earth, the land once again bursts with life.",myths and legends,2,Advanced,4,2
927,"Once up a time, a long time ago, there were two brothers named Epimetheus and Prometheus. They were good gods. They had good hearts. They were good friends. One day, Prometheus got in trouble with Zeus. Angry over something or other, Zeus had declared that man did not deserve fire. Because he had a kind heart, and he knew how much man needed fire for food and warmth, Prometheus gave man the secret of fire even though Zeus had told all the gods not to do that. Zeus was furious that his order had been ignored. As punishment, Zeus chained Prometheus to a rock for many years. But that was not enough punishment, not for Zeus. Once Prometheus was chained to a rock, Zeus went after Prometheus' brother, the gentle, kind-hearted Epimetheus.",myths and legends,2,Advanced,4,2
929,"The Nemean Lion had huge teeth, and skin so tough that it could not be pierced by arrows. Everyone in the land of Nemean was scared of it. Many hunters had tried to kill the beast, but none had succeeded. The Nemean Lion was also smart. Several hunters had tried to trick it with poisoned meat. The lion never ate the meat. The lion was strong. But Hercules was stronger. Hercules lured the beast into a trap and strangled it. He made a coat out of the lion's fur. He wore the lion's head as a helmet. With the cheers of the grateful people of Nemean ringing in his ears, Hercules headed for home, delighted with his new clothes. When King Eury saw the lion's head approaching, he went screaming into his castle. It took Hercules most of one day to convince King Eury that the lion was dead.",myths and legends,2,Advanced,4,2
931,"Then along came a young boy named Arthur. He had not heard about the sword in the rock. Thinking he would borrow the sword for his stepbrother, who was off to war, Arthur stepped up to the rock. He pulled. The sword slid out easily.",myths and legends,2,Advanced,4,2
932,Merlin the magician had placed the sword in the rock. He had kept it there by magic. Only Arthur could remove it. The sword was called Excalibur. Merlin had been Arthur's teacher. He knew that Arthur would be the best king for Britain.,myths and legends,2,Advanced,4,2
934,The Greek soldiers tried to knock down the wall. Then the Greeks thought of a trick. They started building a very big horse made of wood. The Trojans were puzzled one morning when they saw that the Greek army had gone away.,myths and legends,2,Advanced,4,2
935,"The Trojans went out to look at the horse. They liked the beautiful wooden horse, so they pulled it inside the walls. Greek soldiers had hidden inside the hollow wooden horse. The Greeks caught the Trojans completely by surprise and captured the city of Troy.",myths and legends,2,Advanced,4,2
937,"Aesop's fables are animal stories that were told in Greece almost 2,500 years ago. These are stories about animals or birds that speak and act like people. Each of these stories tells us a useful truth about everyday life.",myths and legends,2,Upper-Intermediate,3,1
938,One of Aesop's fables is about a greedy dog: A dog had a piece of meat in his mouth and was carrying it home. On the way the dog looked into a pond and saw his own reflection. It looked like another dog with a second piece of meat.,myths and legends,2,Upper-Intermediate,3,1
939,"Long ago, before kangaroos had long tails and before wombats had flat heads, the animals played and lived together. But at night each one liked to sleep a different way. Wombat liked to sleep indoors and Kangaroo liked to sleep outdoors.",myths and legends,2,Upper-Intermediate,3,1
942,"Persephone was Demeter's daughter. One day while Persephone was gathering flowers, Hades, captured her. Demeter asked Helios the sun god what had happened. When she learned that Hades had captured her daughter she became very angry.",myths and legends,2,Advanced,4,2
943,"Once upon a time, a long time ago, there were two brothers named Epimetheus and Prometheus. They were good friends. One day, Prometheus got in trouble with Zeus. Angry over something or other, Zeus had declared that man did not deserve fire.",myths and legends,2,Advanced,4,2
944,"Prometheus gave man the secret of fire even though Zeus had told all the gods not to do that. Zeus was furious that his order had been ignored. As punishment, Zeus chained Prometheus to a rock for many years.",myths and legends,2,Advanced,4,2
945,"The Nemean Lion had huge teeth, and skin so tough that it could not be pierced by arrows. Everyone in the land of Nemean was scared of it. Many hunters had tried to kill the beast, but none had succeeded. The Nemean Lion was also smart.",myths and legends,2,Advanced,4,2
946,"The lion was strong. But Hercules was stronger. Hercules lured the beast into a trap. He made a coat out of the lion's fur. He wore the lion's head as a helmet. With the cheers of the grateful people of Nemean ringing in his ears, Hercules headed for home.",myths and legends,2,Advanced,4,2
947,"Once a small gray mouse lived in the country. He had to find food to store for winter, but once he felt he had stored enough, he thought, ""I'll ask my cousin from town to visit. He might enjoy a vacation.""",myths and legends,2,Upper-Intermediate,3,1
949,"Myths are closely related to several other kinds of stories that teach us lessons. These include folktales, legends and fairy tales. Folktales are very much like myths, though they are usually about ordinary characters in unusual situations.",myths and legends,2,Upper-Intermediate,3,1
950,"The king cobra is the world's largest venomous snake. It may grow to twice the length of a Ping-Pong table. Its venom is so powerful that elephants have died within three hours of a bite on the toe or trunk. King cobras are yellow-olive to brownish black, sometimes with lighter bands across the back. Like other cobras, the king cobra is known for its unique ""threat display."" When it is angered or disturbed, it raises its head and flares its narrow, unmarked hood. This shows its yellow or red throat, which often is striped. The king cobra can raise its head to a third of its entire length and may even move forward while upright. It is very curious by nature and often sits upright to see farther. It may be the most intelligent of all snakes.",wildlife wonders,3,Advanced,4,1
954,"Wolves hunt by using their keen senses and group cooperation. They work by tiring out their prey, sometimes chasing it all night. As soon as the animal has been brought down, the pack will feed. The highest-ranking members eat first and get all the tastiest bits. Wolves belong to the canine family. Their relatives include jackals, coyotes, dingoes, New Guinea singing dogs, wild dogs of Africa, and the domestic dogs people keep as pets. Scientists believe that wolves may be the original canine from which the others descended. However, only three species of wolves remain today. There are gray wolves in Europe, Asia, Canada, Alaska, and Yellowstone Park. A few hundred Ethiopian wolves live in a small part of Africa. Red wolves now survive mostly in captivity.",wildlife wonders,3,Advanced,4,1
956,"When you think of pandas, you probably picture a big cuddly black-and-white bear. But there are actually two kinds of pandas: the giant panda and the lesser panda. The giant panda is the familiar black-and-white animal, which is found mostly in the forests of central China. The lesser panda looks rather like a raccoon. The giant panda grows to about 5 feet long and 220 pounds. Its favorite food is bamboo, and it eats almost nothing else. It needs to consume large quantities of bamboo to get the nourishment that its body needs, so it spends about 10 to 12 hours a day eating. Captive pandas, like those found in zoos, have a broader diet. In addition to bamboo, they may eat cereals, milk, and garden vegetables.",wildlife wonders,3,Advanced,4,1
957,"Apes are the most humanlike of all animals. Like people, apes do their work during the day and sleep at night. They also live in families and communities like we do. And like humans, apes sometimes fight each other. In the wild, some of the apes known as ""chimpanzees"" use twigs and leaves as tools. They cleverly poke a twig inside the nests of ants and termites. Then they pull up the twig and eat the insects that cling to it. They make leaf cups to scoop up water. They also use leaves and twigs to clean themselves. There are two types of apes: great apes and lesser apes. The great apes include orangutans, gorillas, chimpanzees, and bonobos. The lesser apes include gibbons and siamangs. Apes live mostly in the tropical forests of Africa and Asia.",wildlife wonders,3,Advanced,4,1
960,"Can you tell an African elephant from an Indian elephant? First check out the ears: African elephants have much larger ears than Indian elephants. African elephants are larger and stronger and have thicker skin than their Indian cousins. In fact, African elephants are the largest animals on land. They can grow to more than 11 feet tall and 12,000 pounds! Indian elephants, found in South and Southeast Asia, are smaller, gentler, and easier to train. Most elephants in zoos and circuses are Indian. Elephants and people have long worked together. Usually, one man trains one elephant. In India, the trainer is called a mahout. In Burma, he is the oozie. Both African and Indian elephants have been used in wartime.",wildlife wonders,3,Advanced,4,1
964,"Asian elephants are huge gray animals inhabiting Asian tropical forests. Their gray coloration conceals them in their shady habitat. Elephants' trunks, unique among living mammals, are versatile, enabling them to reach the ground, manipulate tiny objects or tear down huge tree limbs, and squirt water over their backs or into their mouths. Wide, padded feet enable them to walk quietly. Large ears help these huge animals cool off, although elephants often must retreat to the shade or water during the hottest part of the day. Asian elephants live in large blocks of forest near water sources and grasslands, habitat that has been greatly reduced in the last half century. They inhabit India, Sri Lanka, Myanmar, Indonesia, Thailand and other Asian countries.",wildlife wonders,3,Advanced,4,1
965,"Flamingos are usually 42 inches long from the tip of the head to the tip of the tail, and are as tall as five feet. They weigh five to six pounds, and have a wingspan of 55 inches.
The flamingo lives in Central and South America, the West Indies, and the Galapagos Islands, in coastal salt lagoons, saltpans, and other brackish or saltwater shallows. Flamingos eat algae, mollusks, and brine-shrimps, which give them their pink color.
Pairs of males and females make mud-mound nests, and incubate only one egg for about 30 days. Chicks leave the nest after ten days, and join a group of other chicks, called a crèche, watched by a few adults. Flamingo populations remain relatively stable, despite loss of habitat due to human development.",wildlife wonders,3,Advanced,4,1
966,"The David M. Rubenstein Family Giant Panda Habitat is home to four giant pandas: Tian Tian (adult male), Mei Xiang (adult female), Bao Bao (juvenile female), and a male cub named Bei Bei.
Native to central China, giant pandas have come to symbolize endangered species. As few as 1,864 giant pandas live in their native habitat, while another 300 pandas live in zoos and breeding centers around the world. The Smithsonian National Zoo's pandas are part of Panda Watch behavior study. Each day, dedicated volunteers, called Panda Watchers, monitor the pandas' behavior via the Panda Cam.
Over the years, they've amassed mountains of data on the species, which is notoriously difficult to study in the wild.",wildlife wonders,3,Advanced,4,1
967,"The Amazon River stretches more than 4,000 miles. The tropical rainforest of its watershed is home to millions of species of plants and animals, making it the planet's most diverse ecosystem.
The Smithsonian National Zoo is home to an Amazonia Exhibit where visitors can get a glimpse into the rich and vibrant underwater life of the Amazon. When the large, serpent-like arapaima swims by, you will get a close-up look at one of the largest freshwater fish in the world. Red-tailed catfish, black pacus, and other fish share this 27,000-gallon aquarium below a living tropical forest.
Elsewhere at the Zoo visitors can view other animals from Amazonia, as well as many animals from other parts of South America.",wildlife wonders,3,Advanced,4,1
968,"There are more than 3,500 species of mosquitoes around the world, but only a few dozen are responsible for the deaths of billions of people. The malarial mosquito kills 1.2 million people in Africa every year. The yellow fever mosquito, is currently infecting thousands in South America with the Zika virus. However, the league table is topped by the carriers of dengue fever, including the Asian tiger mosquito: 100 million people are infected with the virus every year. Despite their appalling reputation, mosquitoes aren't born killers and don't live exclusively on blood – they also feed on nectar. However, the females need the vital fluid to produce eggs. They don't just bite human beings, but also animals – and, in doing so, are infected with numerous dangerous viruses.",wildlife wonders,3,Advanced,4,1
